team_api_id,team_fifa_api_id_x,team_long_name,date,buildUpPlaySpeed,chanceCreationPassing,chanceCreationCrossing,chanceCreationShooting
8462,1790.0,Portsmouth,2011-02-22 00:00:00,36.0,48.0,66.0,51.0
8462,1790.0,Portsmouth,2012-02-22 00:00:00,64.0,40.0,42.0,56.0
8462,1790.0,Portsmouth,2013-09-20 00:00:00,68.0,40.0,47.0,56.0
8462,1790.0,Portsmouth,2014-09-19 00:00:00,59.0,49.0,47.0,53.0
8462,1790.0,Portsmouth,2015-09-10 00:00:00,59.0,49.0,47.0,53.0
8658,88.0,Birmingham City,2010-02-22 00:00:00,70.0,70.0,70.0,70.0
8658,88.0,Birmingham City,2011-02-22 00:00:00,45.0,35.0,50.0,40.0
8658,88.0,Birmingham City,2012-02-22 00:00:00,51.0,41.0,62.0,56.0
8658,88.0,Birmingham City,2013-09-20 00:00:00,56.0,45.0,71.0,41.0
8658,88.0,Birmingham City,2014-09-19 00:00:00,56.0,77.0,71.0,56.0
8658,88.0,Birmingham City,2015-09-10 00:00:00,56.0,77.0,62.0,64.0
8602,110.0,Wolverhampton Wanderers,2010-02-22 00:00:00,70.0,70.0,70.0,70.0
8602,110.0,Wolverhampton Wanderers,2011-02-22 00:00:00,55.0,60.0,60.0,45.0
8602,110.0,Wolverhampton Wanderers,2012-02-22 00:00:00,67.0,42.0,68.0,56.0
8602,110.0,Wolverhampton Wanderers,2013-09-20 00:00:00,63.0,42.0,73.0,56.0
8602,110.0,Wolverhampton Wanderers,2014-09-19 00:00:00,47.0,55.0,64.0,56.0
8602,110.0,Wolverhampton Wanderers,2015-09-10 00:00:00,46.0,55.0,47.0,48.0
8191,1796.0,Burnley,2010-02-22 00:00:00,70.0,70.0,70.0,70.0
8191,1796.0,Burnley,2011-02-22 00:00:00,36.0,49.0,68.0,55.0
8191,1796.0,Burnley,2012-02-22 00:00:00,48.0,56.0,58.0,48.0
8191,1796.0,Burnley,2013-09-20 00:00:00,54.0,56.0,59.0,48.0
8191,1796.0,Burnley,2014-09-19 00:00:00,48.0,72.0,59.0,58.0
8191,1796.0,Burnley,2015-09-10 00:00:00,54.0,72.0,57.0,47.0
8483,1926.0,Blackpool,2010-02-22 00:00:00,70.0,70.0,70.0,65.0
8483,1926.0,Blackpool,2011-02-22 00:00:00,70.0,65.0,30.0,65.0
8483,1926.0,Blackpool,2012-02-22 00:00:00,45.0,60.0,58.0,58.0
8483,1926.0,Blackpool,2013-09-20 00:00:00,45.0,60.0,58.0,58.0
8483,1926.0,Blackpool,2014-09-19 00:00:00,67.0,70.0,48.0,58.0
8483,1926.0,Blackpool,2015-09-10 00:00:00,62.0,59.0,43.0,64.0
10003,1960.0,Swansea City,2010-02-22 00:00:00,65.0,70.0,70.0,70.0
10003,1960.0,Swansea City,2011-02-22 00:00:00,66.0,52.0,51.0,64.0
10003,1960.0,Swansea City,2012-02-22 00:00:00,26.0,62.0,39.0,57.0
10003,1960.0,Swansea City,2013-09-20 00:00:00,41.0,36.0,42.0,44.0
